Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max
4872,"THAKURANI IRON ORE MINES OF M/S KAYPEE ENTERPRISES NEARVT CENTRE, BARBIL, KEONJHAR",ODISHA,21,25,5.6,6.7,67,102,BDL,BDL,2.39,2.52,79,79,140,140,?,?,0.46,0.46,?,?
4873,"DDM OFFICE, KOIRA PREMISES,SUNDARGARH",ODISHA,22,31,6.9,7.1,70,145,BDL,BDL,0.6,1.41,BDL,BDL,BDL,BDL,?,?,0.31,0.97,?,?
4874,"TENSA RESIDENTIAL AREA,KOIRA, SUNDARGARH",ODISHA,22,31,6.8,6.9,218,224,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,?,?,0.28,0.35,?,?
4875,"COLLECTOR OFFICE PREMISES,DEOGARH",ODISHA,22,30,6.6,6.9,320,338,BDL,BDL,0.32,0.32,BDL,BDL,BDL,BDL,?,?,0.29,0.37,?,?
4876,"GOVT. MODEL DEGREE COLLAGEPREMISES, DEOGARH",ODISHA,22,22,6.8,6.8,522,522,BDL,BDL,3.88,3.88,BDL,BDL,BDL,BDL,?,?,0.29,0.29,?,?
4877,"INSIDE THE PREMISES OF DISTRICT HEAD QUARTER HOSPITAL, PARALAKHEMUNDI,GAJAPATI",ODISHA,26,27,6.7,7.2,665,1035,1.1,1.1,4.45,17.52,BDL,BDL,BDL,BDL,?,?,0.35,0.49,?,?
4878,"NEAR SOLID WASTE DISPOSAL SITE OF GAJAPATI MUNICIPALITYAT KELLY SAHI, GAJAPATI",ODISHA,26,27,6.9,7.1,1005,1975,1.1,1.1,4.91,17.51,BDL,BDL,BDL,BDL,?,?,0.32,0.46,?,?
4879,"INSIDE THE PREMISES OF DISTRICT HEAD QUARTERHOSPITAL, PHULBANI",ODISHA,21,32,6.6,7.2,287,306,BDL,BDL,1.98,4.62,BDL,BDL,BDL,BDL,?,?,0.3,0.53,?,?
4880,"NEAR SOLID WASTE DISPOSAL SITE OF PHULBANI MUNICIPALITY AT DADA PUJA MOUZA,PHULBANI",ODISHA,22,31,6.8,7.1,241,305,BDL,BDL,1.52,4.02,BDL,BDL,BDL,BDL,?,?,0.26,0.66,?,?
4881,"INSIDE THE PREMISES OF DISTRICT HEAD QUARTERHOSPITAL, NAYAGARH",ODISHA,21,32,6.9,7.7,497,1138,BDL,BDL,1.46,3.62,BDL,BDL,BDL,BDL,?,?,0.29,0.47,?,?
4882,NEAR SOLID WASTE DISPOSALSITE OF NAYAGARH NAC AT,ODISHA,21,31,7.1,7.3,425,1145,BDL,BDL,1.71,4.03,BDL,BDL,BDL,BDL,?,?,0.31,0.46,?,?
4883,"NEAR BARGARH GOVT.HOSPITAL, BARGARH",ODISHA,27,29,7.1,7.4,553,1238,BDL,BDL,2.25,7.84,BDL,BDL,BDL,BDL,?,?,0.49,0.67,?,?
4884,"NEAR GANAPATI GOVT.HOSPITAL, BARGARH",ODISHA,26,29,6.6,7.1,791,1095,BDL,BDL,1.51,8.53,BDL,BDL,BDL,BDL,?,?,0.35,0.63,?,?
4885,"NEAR NUAPADA GOVT.HOSPITAL, NUAPADA",ODISHA,27,29,6.8,7.3,458,546,BDL,BDL,0.82,4.72,BDL,BDL,BDL,BDL,?,?,0.31,0.33,?,?
4886,"NEAR NILASAILA NAGAR (BACKSIDE OF VETERINARYOFFICE, NUAPADA",ODISHA,28,28,6.9,7.3,523,598,BDL,BDL,1.8,3.33,BDL,BDL,BDL,BDL,?,?,0.39,0.47,?,?
4887,"NEAR BOLANGIR MEDICALCOLLEGE, BALANGIR",ODISHA,26,29,7.1,7.4,1059,1105,BDL,BDL,1.35,5.72,BDL,BDL,BDL,BDL,?,?,0.41,0.42,?,?
4888,"NEAR SUDPADA POST OFFICE,BALANGIR",ODISHA,27,30,6.9,7.5,1226,1533,BDL,BDL,4.5,5.92,BDL,BDL,BDL,BDL,?,?,0.42,0.48,?,?
4889,"NEAR TOWN GIRLS PRIMARY SCHOOL AND IN FRONT OF HEADPOST OFFICE, BOUDH",ODISHA,27,31,7.2,8.2,816,891,BDL,BDL,0.72,0.88,BDL,BDL,BDL,BDL,?,?,0.31,0.34,?,?
4890,"NEAR BUTUPALLI CHHAK,MAULISINGHA ROAD, BOUDH",ODISHA,28,31,7.1,7.7,580,692,BDL,BDL,4.87,6.62,BDL,BDL,BDL,BDL,?,?,0.35,0.64,?,?
4891,"DISTRICT HEAD QUARTERHOSPITAL CAMPUS, SONEPUR",ODISHA,27,30,7.4,7.8,636,796,BDL,BDL,4.1,5.42,BDL,BDL,BDL,BDL,?,?,0.53,0.6,?,?
4892,"NEAR GUNDICHA TEMPLE ATTENTEL GHAT, SONEPUR",ODISHA,26,30,7.4,8,551,768,BDL,BDL,2.12,4.38,BDL,BDL,BDL,BDL,?,?,0.39,0.53,?,?
4893,"WITNIN THE PREMISES OF BURDELLA PULLAMA TEMPLE,RAYAGADA",ODISHA,25,25,6.6,7.1,322,458,1.1,1.1,4.66,7.54,BDL,BDL,130,130,?,?,0.27,0.56,?,?
4894,"KASTURI NAGAR, RAYAGADA",ODISHA,25,26,6.7,7.4,263,307,1.1,1.1,4.41,9.03,BDL,BDL,240,240,?,?,0.26,0.49,?,?
4895,"BADACHINDRI, KORAPUT",ODISHA,24,24,6.1,6.6,503,560,1.1,1.1,4.61,15.54,BDL,BDL,BDL,BDL,?,?,0.23,0.57,?,?
4896,"JAGANNATH TEMPLE, KORAPUT",ODISHA,24,24,7.3,7.4,96,175,1.5,1.5,1.76,2.62,BDL,BDL,BDL,BDL,?,?,0.26,0.6,?,?
4897,"TOTAGUDA, NAWARANGPUR",ODISHA,25,26,6.2,6.8,513,568,1.1,1.1,1.95,18.41,BDL,BDL,BDL,BDL,?,?,0.41,0.41,?,?
4898,"GABRALGUDA, NAWARANGPUR",ODISHA,25,26,6.5,6.8,91,142,1.1,1.1,1.19,2.44,240,240,540,540,?,?,0.21,0.43,?,?
4899,"GOSALPADA COLONY (WARD NO.7), BHAWANIPATNA",ODISHA,25,27,6.8,6.9,668,846,1.1,1.1,4.09,15.76,BDL,BDL,BDL,BDL,?,?,0.3,0.4,?,?
4900,"SITABUDIPARA (IRRIGATION COLONY, WARD NO. 17),BHAWANIPATNA",ODISHA,26,27,7.2,7.2,517,545,1.1,1.2,1.82,3.52,BDL,BDL,BDL,BDL,?,?,0.46,0.46,?,?
4901,"MV?43, MALKANIGIRI",ODISHA,25,26,6.4,6.5,307,341,1.1,1.1,3.73,7.55,BDL,BDL,BDL,BDL,?,?,0.3,0.39,?,?
4902,"TEKBADI OF NETAJI NAGAR,MALKANIGIRI",ODISHA,25,26,6.7,6.7,447,550,1.4,1.4,4.26,5.92,BDL,BDL,BDL,BDL,?,?,0.23,0.5,?,?
4903,"HAZARIBAGICHA PRIMARY SCHOOL, HAZARIBAGICHA,KENDRAPARA",ODISHA,28,29.2,7.6,8.1,435,5161,1.1,1.1,0.92,4.39,BDL,BDL,BDL,BDL,?,?,0.55,1.33,?,?
1397,"KRISHNA NAGAR BOREWELL, PUMPING STATION, EAST COAST ROAD, LAWSPET, NEAR DEPUTY COLLECTOR OFFICE,PUDUCHERRY.",PUDUCHERRY,31,31,6.07,6.07,1123,1123,BDL,BDL,8.93,8.93,?,?,?,?,627,627,?,?,BDL,BDL
1398,"THENGAITHITTU BOREWELL, PUMPING STATION, II CROSS, PUDHU NAGAR, THENGAITHITTU,PUDUCHERRY.",PUDUCHERRY,31,31,6.29,6.29,2030,2030,BDL,BDL,1.75,1.75,?,?,?,?,1209,1209,?,?,BDL,BDL
1453,"MUTHIRAIPPALAYAM BOREWELL, PUMPING STATION, MUTHIRAIPPALAYAM,PUDUCHERRY.",PUDUCHERRY,30.5,30.5,6.54,6.54,955,955,BDL,BDL,4.12,4.12,?,?,?,?,494,494,?,?,BDL,BDL
1454,"PONDICHERRY UNIVERSITY BOREWELL, PUMPING STATION, STAFF QUARTERS, PONDICHERRY UNIVERSITY CAMPUS, KALAPET,PUDUCHERRY.",PUDUCHERRY,31,31,5.7,5.7,560,560,BDL,BDL,2.43,2.43,?,?,?,?,292,292,?,?,BDL,BDL
1687,"CHETTY KOIL OPENWELL, CHETTY KOIL, MISSION STREET,PUDUCHERRY.",PUDUCHERRY,30,30,7.32,7.32,2370,2370,BDL,BDL,0.32,0.32,?,?,?,?,1143,1143,?,?,BDL,BDL
1688,"KATTERIKUPPAM BOREWELL, PUMPING STATION, ERIKKARAI ROAD, KATTERIKUPPAM,PUDUCHERRY.",PUDUCHERRY,29.5,29.5,7.33,7.33,1038,1038,BDL,BDL,0.64,0.64,?,?,?,?,437,437,?,?,BDL,BDL
2009,"KURUMBAPET BOREWELL, PUMPING STATION, GOPALAN KADAI ROAD, KURUMBAPET,PUDUCHERRY.",PUDUCHERRY,31,31,6.55,6.55,916,916,BDL,BDL,4.08,4.08,?,?,?,?,401,401,?,?,BDL,BDL
2010,"METTUPALAYAM BOREWELL, PUMPING STATION, PIPDIC INDUSTRIAL ESTATE,METTUPALAYAM, PUDUCHERRY.",PUDUCHERRY,31,31,6.39,6.39,1504,1504,BDL,BDL,0.76,0.76,?,?,?,?,955,955,?,?,BDL,BDL
2011,"URUVAIYAR BOREWELL, PUMPING STATION,  LAKSHMI NARASIMMAR NAGAR,URUVAIYAR, PUDUCHERRY.",PUDUCHERRY,31,31,7.1,7.1,2850,2850,BDL,BDL,1.85,1.85,?,?,?,?,1512,1512,?,?,BDL,BDL
2012,"MARUTHI SCHOOL BOREWELL, MARUTHI SCHOOL, MARUTHI NAGAR, KARUVADIKUPPAM,PUDUCHERRY.",PUDUCHERRY,31,31,6.38,6.38,2290,2290,BDL,BDL,1.45,1.45,?,?,?,?,1141,1141,?,?,BDL,BDL
2013,"T.R.PATTINAM BOREWELL, PUMPING STATION, NAGAPATTINAM MAIN ROAD,T.R. PATTINAM, KARAIKAL, U.TOF PUDUCHERRY.",PUDUCHERRY,26.8,29.5,8.44,8.69,1990,2760,BDL,BDL,0.32,0.32,?,?,?,?,1038,1096,?,?,BDL,BDL
2014,"VADAMATTAM BOREWELL, PUMPING STATION, KOTTUCHERRY ? NEDUNKADU ROAD, VADAMATTAM,KARAIKAL, U.T OF  PUDUCHERRY.",PUDUCHERRY,26.8,31,8.52,8.67,1550,2020,BDL,BDL,0.36,0.4,?,?,?,?,828,869,?,?,BDL,BDL
2446,"PALLUR OPENWELL, GOVT HEALTH STAFF QUARTERS CAMPUS, PALLUR, MAHE, U.T OFPUDUCHERRY.",PUDUCHERRY,27.5,27.5,5.44,5.44,344,344,BDL,BDL,3.89,3.89,?,?,?,?,270,270,?,?,BDL,BDL
2447,"PANDAKKAL OPENWELL, KIZHAKKU EDUTHA COLONY, PANTHAKKAL, MAHE, U.T OFPUDUCHERRY.",PUDUCHERRY,27,27,5.4,5.4,102,102,BDL,BDL,1.2,1.2,?,?,?,?,50,50,?,?,BDL,BDL
3882,"ECHANGADU BOREWELL, PUMPING STATION, PANITHITTU ROAD, ECHANGADU, KIRUMAMPAKKAM,PUDUCHERRY.",PUDUCHERRY,32,32,6.38,6.38,630,630,BDL,BDL,0.32,0.32,?,?,?,?,265,265,?,?,BDL,BDL
3883,"BAHOUR BOREWELL, PUMPING STATION, BAHOUR LAKE ROAD,BAHOUR, PUDUCHERRY.",PUDUCHERRY,32,32,6.78,6.78,767,767,BDL,BDL,0.32,0.32,?,?,?,?,206,206,?,?,BDL,BDL
3884,"CHEVALIER SELLANE GOVT SCHOOL BOREWELL, CHEVALIER SELLANE GOVT HIGHER SECONDARY SCHOOL, EAST COAST ROAD, KALAPET,PUDUCHERRY.",PUDUCHERRY,31,31,7.31,7.31,1247,1247,BDL,BDL,4.84,4.84,?,?,?,?,640,640,?,?,BDL,BDL
3885,"SEDARAPET BOREWELL, PUMPING STATION, DHANDERAR KULAM, SEDARAPET,PUDUCHERRY.",PUDUCHERRY,29,29,6.82,6.82,2110,2110,BDL,BDL,3.04,3.04,?,?,?,?,1150,1150,?,?,BDL,BDL
3886,"KOTHAPURINATHAM BOREWELL, PUMPING STATION, THIRUVANDOR KOIL MAIN ROAD, KOTHAPURINATHAM,PUDUCHERRY.",PUDUCHERRY,32,32,7.35,7.35,1353,1353,BDL,BDL,3,3,?,?,?,?,647,647,?,?,BDL,BDL
4631,"THIRUKKANUR BOREWELL, PUMPING STATION, OPP. BONNE NEHRU HIGHER SECONDARSCHOOL, THIRUKKANUR, MCP",PUDUCHERRY,30.5,30.5,7.51,7.51,1376,1376,BDL,BDL,0.74,0.74,?,?,?,?,624,624,?,?,BDL,BDL
4632,"MADUKARAI BOREWELL, PUMPING STATION, MOLAPAKKAM ROAD, NEAR DR THOPPU, MADUKARAI,PUDUCHERRY",PUDUCHERRY,30,30,7.06,7.06,2300,2300,BDL,BDL,5.48,5.48,?,?,?,?,1100,1100,?,?,BDL,BDL
4633,"PANITHITTU BOREWELL, PUMPNG STATION, PANITHITTU ROAD, KIRUMAMPAKKAM,PUDUCHERR.Y",PUDUCHERRY,31,31,6.3,6.3,1196,1196,BDL,BDL,1.8,1.8,?,?,?,?,483,483,?,?,BDL,BDL
1898,"PETROL PUMP OPP. HERO CYCLE,LUDHIANA",PUNJAB,?,?,7.5,7.5,1415,1415,BDL,BDL,1.2,1.2,BDL,BDL,BDL,BDL,850,850,0.9,0.9,BDL,BDL
1900,"GURCHAARAN SINGH HAIBOWALDAIRY COMPLEX, LUDHIANA",PUNJAB,?,?,7.7,8,886,9710,BDL,BDL,0.6,5.1,BDL,BDL,BDL,BDL,423,527,0.33,0.33,BDL,BDL
1901,"DUSSHERA GROUND INDUSTRIALESTATE, LUDHIANA",PUNJAB,36,36,7.1,7.7,645,2691,BDL,BDL,0.4,2.9,BDL,BDL,BDL,BDL,160,368,0.3,1.3,BDL,BDL
1902,"SHUKLA TEA STAL POINT,LUDHIANA",PUNJAB,?,?,7.8,7.8,1331,1331,BDL,BDL,1,1,BDL,BDL,BDL,BDL,797,797,0.8,0.8,BDL,BDL
1903,"PUNJAB AGRICULTURALUNIVERSITY, LUDHIANA",PUNJAB,?,?,7.8,7.9,442,469,BDL,BDL,0.4,4.7,BDL,BDL,BDL,BDL,263,282,0.29,0.29,BDL,BDL
2916,"NEAR LANDFILL SITE, AMRITSAR,PUNJAB",PUNJAB,?,?,7.5,7.6,453,856,BDL,BDL,2.22,2.22,BDL,BDL,BDL,BDL,270,493,0.21,0.21,BDL,BDL
2917,"NEAR HARMANDIR SAHEB,AMRITSAR, PUNJAB",PUNJAB,?,?,7.5,7.6,1016,1094,BDL,BDL,0.64,5.39,BDL,BDL,BDL,BDL,593,645,0.41,0.59,BDL,BDL
2918,"DERA BASSI, PUNJAB",PUNJAB,?,?,7.4,7.4,1757,2368,BDL,BDL,0.49,2.4,BDL,BDL,BDL,BDL,997,1574,0.57,0.92,BDL,BDL
2919,"DERA BASSI, PUNJAB",PUNJAB,?,?,7.2,7.4,1362,2598,BDL,BDL,0.78,2.6,BDL,BDL,BDL,BDL,798,1829,0.41,1.1,BDL,BDL
2920,"HAMIRA VILLAGE, PUNJAB",PUNJAB,32,36,7.4,7.4,815,1334,BDL,BDL,0.32,1.3,BDL,BDL,BDL,BDL,476,824,0.4,0.51,BDL,BDL
2921,"HAMIRA VILLAGE, PUNJAB",PUNJAB,32,35,7.8,7.8,413,427,BDL,BDL,?,?,BDL,BDL,BDL,BDL,251,262,0.39,0.39,BDL,BDL
2922,"LEATHER COMPLEX, JALANDHAR,PUNJAB",PUNJAB,30,38,7.6,7.6,929,942,BDL,BDL,1.4,4.32,BDL,BDL,BDL,BDL,559,828,0.5,0.5,BDL,BDL
2923,"LEATHER COMPLEX, JALANDHAR,PUNJAB",PUNJAB,30,35,7.4,7.5,1043,2358,BDL,BDL,0.47,1.8,BDL,BDL,BDL,BDL,572,1588,0.49,0.6,BDL,BDL
2924,"MANDI GOBINDGARH, PUNJAB",PUNJAB,?,?,7.4,7.4,885,887,BDL,BDL,0.4,0.8,BDL,BDL,BDL,BDL,532,580,0.5,0.6,BDL,BDL
2925,"MANDI GOBINDGARH, PUNJAB",PUNJAB,?,?,7.4,7.4,924,1018,BDL,BDL,0.8,0.9,BDL,BDL,BDL,BDL,583,733,0.7,0.8,BDL,BDL
2926,"NANGAL, PUNJAB",PUNJAB,?,?,7.7,7.7,857,857,BDL,BDL,1.32,1.32,BDL,BDL,BDL,BDL,520,520,BDL,BDL,BDL,BDL
2927,"NANGAL, PUNJAB",PUNJAB,?,?,7.9,7.9,740,740,BDL,BDL,0.99,0.99,BDL,BDL,BDL,BDL,447,447,BDL,BDL,BDL,BDL
2928,"ROPAR, PUNJAB",PUNJAB,?,?,7.8,7.8,688,688,BDL,BDL,0.7,0.7,BDL,BDL,BDL,BDL,409,409,0.3,0.3,BDL,BDL
2929,"ROPAR, PUNJAB",PUNJAB,?,?,8.4,8.4,265,265,BDL,BDL,?,?,BDL,BDL,BDL,BDL,153,153,BDL,BDL,BDL,BDL
2930,"TOANSA, PUNJAB",PUNJAB,?,?,8.4,8.4,1452,1452,BDL,BDL,2.2,2.2,BDL,BDL,BDL,BDL,795,795,0.9,0.9,BDL,BDL
2931,"TOANSA, PUNJAB",PUNJAB,?,?,7.4,7.4,2538,2538,BDL,BDL,2.7,2.7,BDL,BDL,BDL,BDL,1518,1518,1.2,1.2,BDL,BDL
4134,"TUBE WELL AT RSSB, TIBBA ROAD, LUDHIANA INDUSTRIALAREA",PUNJAB,?,?,7.9,8.1,558,631,BDL,BDL,0.4,0.4,BDL,BDL,BDL,BDL,310,378,0.29,0.29,BDL,BDL
4135,"MSW DUMPING SITE, JAMALPUR",PUNJAB,?,?,7.5,7.7,772,1404,BDL,BDL,0.6,1.13,BDL,BDL,BDL,BDL,465,821,0.64,0.64,BDL,BDL
4136,STP JAMALPUR,PUNJAB,?,?,7.4,7.7,1565,1664,BDL,BDL,1.12,4.32,BDL,BDL,BDL,BDL,924,998,0.69,0.9,BDL,BDL
4137,"HANDPUMP IN M/S DEEP STEEL LTD, MUGHAL MAJRA, MANDIGOBBINDGARH",PUNJAB,?,?,7.2,7.5,761,1443,BDL,BDL,0.8,2.31,BDL,BDL,BDL,BDL,437,1067,0.5,1.06,BDL,BDL
4138,"HANDPUMP, 149 NEAR SANT PRITAM SCHOOL, AMBEY MAJRA,MANDI GOBINDGARH",PUNJAB,?,?,7.3,7.4,734,1127,BDL,BDL,0.9,0.91,BDL,BDL,BDL,BDL,515,629,0.8,0.9,BDL,BDL
4139,"HANDPUMP AT PARK ADJOINING TO NATIONAL INDUSTRIES, E? 128, PH?IV, FOCAL POINTLUDHIANA",PUNJAB,?,?,7.3,7.3,2125,2125,BDL,BDL,1.9,1.9,BDL,BDL,BDL,BDL,1253,1253,1.2,1.2,BDL,BDL
4140,"HANDPUMP IN SAHOTA BAGHBANI FARM, VILL HARIAN,MACHIWARA",PUNJAB,?,?,7.3,7.3,1815,1815,BDL,BDL,1.6,1.6,BDL,BDL,BDL,BDL,1058,1058,1,1,BDL,BDL
4141,"HANDPUMP INSTRIAL GROWTH CENTRE, DEFENCE ROAD,PATHANKOT",PUNJAB,32,32,7.7,7.7,325,325,BDL,BDL,0.5,0.5,BDL,BDL,BDL,BDL,195,195,BDL,BDL,BDL,BDL
4142,"HANDPUMP, VILL DHERIWAL,DIST PATHANKOT",PUNJAB,32,32,7.4,7.4,310,310,BDL,BDL,0.4,0.4,BDL,BDL,BDL,BDL,184,184,BDL,BDL,BDL,BDL
4143,"HANDPUMP NEAR ASH DYKES OF NABHA POWER LTD, VILLNALASH, RAJPURA",PUNJAB,29,29,7.7,7.9,557,1107,BDL,BDL,1.9,1.9,BDL,BDL,BDL,BDL,334,668,0.3,0.3,BDL,BDL
4144,GROUND WATER SAMPLINGBLOCATION IN VILLAGE MAIN,PUNJAB,28,28,7.8,8.1,519,608,BDL,BDL,4.32,4.32,BDL,BDL,BDL,BDL,346,365,0.22,0.22,BDL,BDL
4145,"SAGAR PARA DRAIN MEETING WITH GHAGGAR NEAR VILLSAGAR PARA, PATRAN",PUNJAB,29,29,8.2,8.2,577,577,BDL,BDL,0.69,0.69,BDL,BDL,BDL,BDL,347,347,0.24,0.24,BDL,BDL
4147,"NEAR ASH DYKES OF GURU NANAK THERMAL POWERPLANT/ NFL, BHATINDA",PUNJAB,?,?,7.9,8,2234,2783,BDL,BDL,2.3,7.82,BDL,BDL,BDL,BDL,1382,1655,1,4.31,BDL,BDL
4148,"VILLAGE KANAKWAL/ PHUKOKARI GGS HMELREFINERY, BHATINDA",PUNJAB,?,?,7.6,7.9,315,2270,BDL,BDL,8.9,8.9,BDL,BDL,BDL,BDL,161,1270,1.4,1.4,BDL,BDL
4149,"ASH DYKES OF THERMAL POWER PLANT LEHRA MOHABBAT,BHATINDA",PUNJAB,?,?,7.6,7.8,913,1186,BDL,BDL,0.82,2.01,BDL,BDL,BDL,BDL,558,710,0.64,2.35,BDL,BDL
4150,"100 M D/S OF VILL RURIANWALI,DIST MUKTSAR",PUNJAB,?,?,7.9,8,673,4580,BDL,BDL,0.47,3.61,BDL,BDL,BDL,BDL,383,2693,0.31,1.91,BDL,BDL
4151,"NEAR MALBORS INTERNATIONLA P LTD, VILL MANSOORWAL, DISTFEROZPUR",PUNJAB,?,?,7.5,7.5,1985,1985,BDL,BDL,?,?,BDL,BDL,BDL,BDL,1076,1076,BDL,BDL,BDL,BDL
4153,"DASHMESH NAGAR, GALI NO 12,LUDHIANA",PUNJAB,?,?,7.6,7.8,381,1294,BDL,BDL,0.9,7.41,BDL,BDL,BDL,BDL,225,752,0.5,0.5,BDL,BDL
4154,"TSSM SR SEC SCHOOLSHIMLAPURI, LUDHIANA",PUNJAB,36,36,7.5,7.7,751,904,BDL,BDL,0.8,0.9,BDL,BDL,BDL,BDL,453,519,0.6,0.6,BDL,BDL
4155,"DAIRY COMPLEX, TAJPUR ROAD, LUDHIANA OPP SATISH DAIRYMEAR AMRIT DHARAM KANTA",PUNJAB,?,?,7.5,7.6,745,810,BDL,BDL,1,4.3,BDL,BDL,BDL,BDL,447,483,0.21,0.21,BDL,BDL
4156,"HANDPUMP IN AREA ON SUA ROAD NEAR DHANDARI KALAN,LUDHIANA",PUNJAB,36,36,7.2,7.7,893,1027,BDL,BDL,0.6,1.1,BDL,BDL,BDL,BDL,508,631,0.5,0.8,BDL,BDL
4157,"HANDPUMP SHALLOW TUBEWELL IN THE AREA OFJANTA NAGAR, LUDHIANA",PUNJAB,36,36,7.3,7.8,761,1248,BDL,BDL,0.6,1.4,BDL,BDL,BDL,BDL,455,749,0.5,0.9,BDL,BDL
1415,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1 KM. FROM PALI TOWN),RAJASTHAN",RAJASTHAN,24,28,7.45,7.9,2830,9001,?,?,5.47,8.22,4,220,110,440,2034,6020,0.78,1.25,?,?
1706,"RIICO PUMP HOUSE NEAR MONTO MOTORS, MIA, ALWAR,RAJASTHAN",RAJASTHAN,28,30,7.06,7.86,1309,1412,?,?,2.93,3,1.9,4,2,9,694,896,0.68,1.04,?,?
1707,"BORE WELL IN MODI ALKALIS & CHEMICALS, MIA, ALWAR,RAJASTHAN",RAJASTHAN,26,33,7.19,7.56,1912,2890,?,?,2.76,2.85,2,3.5,4,6,1674,2109,0.48,0.64,?,?
1708,"KOTHI WALA WELL  IN VILLAGE BAGAR RAJPUT, ALWAR,RAJASTHAN",RAJASTHAN,27,30,7.14,7.48,1796,2417,?,?,1.24,1.71,6,7,17,23,739,1320,0.36,0.61,?,?
1710,"BOREWELL OF SHRI DULI CHAND DAYMA S/O SH. CHETRAM DAYMA, NEAR GOVT. SCHOOL, VILLAGE? ALUPUR (ALAMPUR), BHIWADI, DISTT? ALWAR, TEHSIL?TIJARA",RAJASTHAN,27,27,7.14,8.01,1840,1972,?,?,2.38,2.42,4,54,7,135,910,1078,0.62,0.98,?,?
1713,"BOREWELL OF SH JAGDISH BHATI, NEAR SANJEEV ENTERPRISES, RIA, VILLAGE? GHATAL,BHIWADI, DISTRICT ?ALWAR",RAJASTHAN,28,29,7.17,8.03,1220,1272,?,?,1.86,4,4,58,7,126,720,840,0.34,0.68,?,?
1715,HAND PUMP NEAR SECONDARYSCHOOL ABOUT 300MT. FROM,RAJASTHAN,27,28,7.59,7.92,2100,2120,?,?,1.92,2.19,7.8,11,14,17,1365,1378,0.75,1.05,?,?
1720,"CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR,RAJASTHAN",RAJASTHAN,25,27,7.9,7.98,3770,3950,?,?,3.99,4.23,7.8,10,14,15,2450,2560,0.35,0.42,?,?
1721,"PHED WELL NEAR RAILWAY LINE JHOTAWARA, JAIPUR,RAJASTHAN",RAJASTHAN,27,28,8.14,8.62,690,712,?,?,1.61,3.25,6,6.8,13,15,448,463,BDL,BDL,?,?
1723,"HAND PUMP OF VIDHANI VILLAGE GONER ROAD JAIPUR,RAJASTHAN",RAJASTHAN,26,27,7.67,8.83,8740,10850,?,?,5.3,6.42,4.5,6.1,7.8,8.1,5680,7050,1.49,1.84,?,?
1724,"WELL OF GOOJARON KI TALAI, MOHANA ROAD SANGANERJAIPUR, RAJASTHAN",RAJASTHAN,26,28,8.13,8.57,548,575,?,?,0.98,1.17,11,11,17,20,356,374,0.26,0.34,?,?
1725,"PUBLIC HAND PUMP BEFORESANGANER PULIA, RAJASTHAN",RAJASTHAN,26,27,7.28,7.76,4230,5030,?,?,4.88,5.42,6.8,9.1,11,12,2740,3270,0.31,0.42,?,?
2015,"PABUPURA ROAD NEAR CIVIL AIR PORT, JODHPUR (MANGILALRATHOR)",RAJASTHAN,27,31.4,7.1,7.37,2390,2540,?,?,3.62,5.12,2,2,11,12,1551,1710,0.54,1.62,BDL,BDL
2017,"VILLAGE VINAYAKIA, JODHPUR(BADRI KUMHAR)",RAJASTHAN,27,29.8,7.25,7.65,2160,2200,?,?,2.92,4.22,4,6,13,13,1430,1460,0.85,1.34,?,?
2018,"VILLAGE VINAYAKIA, JODHPUR(HUKUM SINGH RATHORE)",RAJASTHAN,27,29.6,7.16,7.47,8160,9140,?,?,4.12,13.32,4,6,16,21,5300,6120,1.69,2.7,?,?
2019,"NEAR UIT BRIDGE, UDAIPUR",RAJASTHAN,25,25,8.18,8.18,1086,1086,?,?,2.22,2.22,10,10,18,18,760,760,0.68,0.68,?,?
2020,"NEW FATEHPURA, 200 FT.FROMPANCHWATI NALLAH, UDAIPUR",RAJASTHAN,26,26,8.02,8.31,1571,1612,?,?,1.72,2.12,4,10,17,17,1100,1128,0.24,0.34,?,?
2021,"NEAR ARVIND GENERAL STORE, ALOO FACTORY, KACCHI BASTI,SARDARPURA, UDAIPUR",RAJASTHAN,25,25,7.84,8.02,1650,1780,?,?,2.32,2.42,6,6,13,21,1155,1246,0.22,0.39,?,?
2022,"NEAR RANA PRATAP NAGAR,RAILWAY STATION, UDAIPUR",RAJASTHAN,25,25,7.84,8.31,1496,1510,?,?,3.22,3.72,2,9,3,14,1047,1057,0.38,0.46,?,?
2023,"HOTEL ORIENT PLACE, SUBHASNAGAR, UDAIPUR",RAJASTHAN,26,26,8.21,8.29,973,997,?,?,2.82,2.92,4,8,14,17,681,698,0.28,0.39,?,?
